S.NO.,PROGRAM GROUP,TRANSFORMATION,ACTIVITY ID,ACTIVITY DESCRIPTION,START DATE,END DATE,UNIT,PLANNED QTY,YEAR,MONTH
510,BLD-2248-D-WS|C|3|C,WATER SUPPLY SYSTEM (PHE),2092,SITC of 6Mm Nitrile Ins On 25Mm Dia Pipe,12-12-2019,17-03-2022,M,150,2020,8
511,BLD-2248-D-WS|C|3|D,WATER SUPPLY SYSTEM (PHE),2093,SITC of 6Mm Nitrile Ins On 32Mm Dia Pipe,12-12-2019,17-03-2022,M,175,2020,8
512,BLD-2248-D-WS|C|3|E,WATER SUPPLY SYSTEM (PHE),2094,SITC of 6Mm Nitrile Ins On 40Mm Dia Pipe,12-12-2019,17-03-2022,M,95,2020,8
513,BLD-2248-D-WS|C|3|F,WATER SUPPLY SYSTEM (PHE),2095,SITC of 6Mm Nitrile Ins On 50Mm Dia Pipe,12-12-2019,17-03-2022,M,20,2020,8
514,BLD-2248-D-WS|C|3|G,WATER SUPPLY SYSTEM (PHE),2096,SITC of 6Mm Nitrile Ins On 65Mm Dia Pipe,12-12-2019,17-03-2022,M,100,2020,8
515,BLD-2248-D-WS|C|3|H,WATER SUPPLY SYSTEM (PHE),2097,SITC of 6Mm Nitrile Ins On 80Mm Dia Pipe,12-12-2019,17-03-2022,M,100,2020,8
516,BLD-2248-D-WS|C|4|A,WATER SUPPLY SYSTEM (PHE),2098,SITC of GI Cladding Over Insl 15Mm Dia,12-12-2019,17-03-2022,M,185,2020,8
517,BLD-2248-D-WS|C|4|B,WATER SUPPLY SYSTEM (PHE),2099,SITC of GI Cladding Over Insl 20Mm Dia,12-12-2019,17-03-2022,M,270,2020,8
518,BLD-2248-D-WS|C|4|C,WATER SUPPLY SYSTEM (PHE),2100,SITC of GI Cladding Over Insl 25Mm Dia,12-12-2019,17-03-2022,M,150,2020,8
519,BLD-2248-D-WS|C|4|D,WATER SUPPLY SYSTEM (PHE),2101,SITC of GI Cladding Over Insl 32Mm Dia,12-12-2019,17-03-2022,M,175,2020,8
520,BLD-2248-D-WS|C|4|E,WATER SUPPLY SYSTEM (PHE),2102,SITC of GI Cladding Over Insl 40Mm Dia,12-12-2019,17-03-2022,M,95,2020,8
521,BLD-2248-D-WS|C|4|F,WATER SUPPLY SYSTEM (PHE),2103,SITC of GI Cladding Over Insl 50Mm Dia,12-12-2019,17-03-2022,M,20,2020,8
522,BLD-2248-D-WS|C|4|G,WATER SUPPLY SYSTEM (PHE),2104,SITC of GI Cladding Over Insl 65Mm Dia,12-12-2019,17-03-2022,M,100,2020,8
523,BLD-2248-D-WS|C|4|H,WATER SUPPLY SYSTEM (PHE),2105,SITC of GI Cladding Over Insl 80Mm Dia,12-12-2019,17-03-2022,M,100,2020,8
524,BLD-2248-D-WS|C|5|A,WATER SUPPLY SYSTEM (PHE),2106,SITC of Gm Ball Valve 15Mm Dia,12-12-2019,17-03-2022,EA,1,2020,8
525,BLD-2248-D-WS|C|5|B,WATER SUPPLY SYSTEM (PHE),2107,SITC of Gm Ball Valve 20Mm Dia,12-12-2019,17-03-2022,EA,141,2020,8
526,BLD-2248-D-WS|C|5|C,WATER SUPPLY SYSTEM (PHE),2108,SITC of Gm Ball Valve 25Mm Dia,12-12-2019,17-03-2022,EA,5,2020,8
527,BLD-2248-D-WS|C|5|D,WATER SUPPLY SYSTEM (PHE),2109,SITC of Gm Ball Valve 32Mm Dia,12-12-2019,17-03-2022,EA,112,2020,8
528,BLD-2248-D-WS|C|5|E,WATER SUPPLY SYSTEM (PHE),2110,SITC of Gm Ball Valve 40Mm Dia,12-12-2019,17-03-2022,EA,43,2020,8
529,BLD-2248-D-WS|C|6|A,WATER SUPPLY SYSTEM (PHE),2111,SITC of Of CI Butterfly Valve 50Mm Dia,12-12-2019,17-03-2022,EA,39,2020,8
530,BLD-2248-D-WS|C|6|B,WATER SUPPLY SYSTEM (PHE),2112,SITC of Of CI Butterfly Valve 65Mm Dia,12-12-2019,17-03-2022,EA,11,2020,8
531,BLD-2248-D-WS|C|6|C,WATER SUPPLY SYSTEM (PHE),2113,SITC of Of CI Butterfly Valve 80Mm Dia,12-12-2019,17-03-2022,EA,6,2020,8
532,BLD-2248-D-WS|C|6|D,WATER SUPPLY SYSTEM (PHE),2114,SITC of Of CI Butterfly Valve 100Mm Dia,12-12-2019,17-03-2022,EA,6,2020,8
533,BLD-2248-D-WS|C|6|E,WATER SUPPLY SYSTEM (PHE),2115,SITC of Of CI Butterfly Valve 150Mm Dia,12-12-2019,17-03-2022,EA,5,2020,8
534,BLD-2248-D-WS|C|7|A,WATER SUPPLY SYSTEM (PHE),2116,SITC of Ss Body Solenoid Valve 65Mm Dia,12-12-2019,17-03-2022,EA,1,2020,8
535,BLD-2248-D-WS|C|7|B,WATER SUPPLY SYSTEM (PHE),2117,SITC of Ss Body Solenoid Valve 50Mm Dia,12-12-2019,17-03-2022,EA,2,2020,8
536,BLD-2248-D-WS|C|7|C,WATER SUPPLY SYSTEM (PHE),2118,SITC of Ss Body Solenoid Valve 40Mm Dia,12-12-2019,17-03-2022,EA,1,2020,8
537,BLD-2248-D-WS|C|8|A,WATER SUPPLY SYSTEM (PHE),2119,SITC of Pressure Reducing Station 20Mm,12-12-2019,17-03-2022,EA,1,2020,8
538,BLD-2248-D-WS|C|8|B,WATER SUPPLY SYSTEM (PHE),2120,SITC of Pressure Reducing Station 25Mm,12-12-2019,17-03-2022,EA,1,2020,8
539,BLD-2248-D-WS|C|8|C,WATER SUPPLY SYSTEM (PHE),2121,SITC of Pressure Reducing Station 32Mm,12-12-2019,17-03-2022,EA,5,2020,8
540,BLD-2248-D-WS|C|8|D,WATER SUPPLY SYSTEM (PHE),2122,SITC of Pressure Reducing Station 40Mm,12-12-2019,17-03-2022,EA,5,2020,8
541,BLD-2248-D-WS|C|8|E,WATER SUPPLY SYSTEM (PHE),2123,SITC of Pressure Reducing Station 50Mm,12-12-2019,17-03-2022,EA,2,2020,8
542,BLD-2248-D-WS|C|8|F,WATER SUPPLY SYSTEM (PHE),2124,SITC of Pressure Reducing Station 65Mm,12-12-2019,17-03-2022,EA,7,2020,8
543,BLD-2248-D-WS|C|8|G,WATER SUPPLY SYSTEM (PHE),2125,SITC of Pressure Reducing Station 80Mm,12-12-2019,17-03-2022,EA,8,2020,8
544,BLD-2248-D-WS|C|8|H,WATER SUPPLY SYSTEM (PHE),2126,SITC of Pressure Reducing Station 100Mm,12-12-2019,17-03-2022,EA,3,2020,8
545,BLD-2248-D-WS|C|9,WATER SUPPLY SYSTEM (PHE),2127,SITC of Disinfection For Line & Oht,12-12-2019,17-03-2022,JOB,1,2020,8
546,BLD-2248-D-ES|D|1|A,EXTERNAL SERVICES (PHE),2128,SITC of Stoneware Pipe 150Mm Dia,12-12-2019,17-03-2022,M,55,2020,8
547,BLD-2248-D-ES|D|1|B,EXTERNAL SERVICES (PHE),2129,SITC of Stoneware Pipe 200Mm Dia,12-12-2019,17-03-2022,M,210,2020,8
548,BLD-2248-D-ES|D|2|A,EXTERNAL SERVICES (PHE),2130,SITC of Rcc Pipe Np3 150Mm Dia,12-12-2019,17-03-2022,M,30,2020,8
549,BLD-2248-D-ES|D|2|B,EXTERNAL SERVICES (PHE),2131,SITC of Rcc Pipe Np3 250Mm Dia,12-12-2019,17-03-2022,M,370,2020,8
550,BLD-2248-D-ES|D|2|C,EXTERNAL SERVICES (PHE),2132,SITC of Rcc Pipe Np3 300Mm Dia,12-12-2019,17-03-2022,M,215,2020,8
551,BLD-2248-D-ES|D|2|D,EXTERNAL SERVICES (PHE),2133,SITC of Rcc Pipe Np3 450Mm Dia,12-12-2019,17-03-2022,M,5,2020,8
552,BLD-2248-D-ES|D|2|E,EXTERNAL SERVICES (PHE),2134,SITC of Rcc Pipe Np3 600Mm Dia,12-12-2019,17-03-2022,M,20,2020,8
553,BLD-2248-D-ES|D|3|A,EXTERNAL SERVICES (PHE),2135,SITC of Concrete Bed 15Cm For 150Mm Dia,12-12-2019,17-03-2022,M,85,2020,8
554,BLD-2248-D-ES|D|3|B,EXTERNAL SERVICES (PHE),2136,SITC of Concrete Bed 15Cm For 200Mm Dia,12-12-2019,17-03-2022,M,210,2020,8
555,BLD-2248-D-ES|D|3|C,EXTERNAL SERVICES (PHE),2137,SITC of Concrete Bed 15Cm For 250Mm Dia,12-12-2019,17-03-2022,M,370,2020,8
556,BLD-2248-D-ES|D|3|D,EXTERNAL SERVICES (PHE),2138,SITC of Concrete Bed 15Cm For 300Mm Dia,12-12-2019,17-03-2022,M,215,2020,8
557,BLD-2248-D-ES|D|3|E,EXTERNAL SERVICES (PHE),2139,SITC of Concrete Bed 15Cm For 450Mm Dia,12-12-2019,17-03-2022,M,5,2020,8
558,BLD-2248-D-ES|D|3|F,EXTERNAL SERVICES (PHE),2140,SITC of Concrete Bed 15Cm For 600Mm Dia,12-12-2019,17-03-2022,M,20,2020,8
559,BLD-2248-D-ES|D|4,EXTERNAL SERVICES (PHE),2141,SITC of S.W Gully Trap 150X 100Mm,12-12-2019,17-03-2022,EA,12,2020,8
560,BLD-2248-D-ES|D|5|A,EXTERNAL SERVICES (PHE),2142,SITC of Manhole 45X 45Cm Depth 60Cm,12-12-2019,17-03-2022,EA,8,2020,8
561,BLD-2248-D-ES|D|5|B,EXTERNAL SERVICES (PHE),2143,SITC of Manhole 60X 60Cm Depth 75Cm,12-12-2019,17-03-2022,EA,4,2020,8
562,BLD-2248-D-ES|D|5|C,EXTERNAL SERVICES (PHE),2144,SITC of Manhole 75X 75Cm Depth 100Cm,12-12-2019,17-03-2022,EA,5,2020,8
563,BLD-2248-D-ES|D|5|D,EXTERNAL SERVICES (PHE),2145,SITC of Manhole 100X 100Cm Depth 150Cm,12-12-2019,17-03-2022,EA,1,2020,8
564,BLD-2248-D-ES|D|5|E,EXTERNAL SERVICES (PHE),2146,SITC of Manhole 120X 120Cm Depth 150Cm,12-12-2019,17-03-2022,EA,18,2020,8
565,BLD-2248-D-ES|D|6|A,EXTERNAL SERVICES (PHE),2147,SITC of Manhole 75X 75Cm Depth 100Cm,12-12-2019,17-03-2022,EA,12,2020,8
566,BLD-2248-D-ES|D|6|B,EXTERNAL SERVICES (PHE),2148,SITC of Manhole 75X 75Cm Depth 100Cm,12-12-2019,17-03-2022,EA,4,2020,8
567,BLD-2248-D-ES|D|6|C,EXTERNAL SERVICES (PHE),2149,SITC of Manhole 75X 75Cm Depth 100Cm,12-12-2019,17-03-2022,EA,8,2020,8
568,BLD-2248-D-ES|D|6|D,EXTERNAL SERVICES (PHE),2150,SITC of Manhole 75X 75Cm Depth 100Cm,12-12-2019,17-03-2022,EA,4,2020,8
569,BLD-2248-D-ES|D|7,EXTERNAL SERVICES (PHE),2151,SITC of Rcpc Grating & Frame 600X 600Mm,12-12-2019,17-03-2022,EA,28,2020,8
570,BLD-2248-D-ES|D|8,EXTERNAL SERVICES (PHE),2152,SITC of CI Manhole Cover 600Mm Dia,12-12-2019,17-03-2022,EA,36,2020,8
571,BLD-2248-D-ES|D|9,EXTERNAL SERVICES (PHE),2153,SITC Orange Color Safety Foot Rest,12-12-2019,17-03-2022,EA,200,2020,8
572,BLD-2248-D-ES|D|10,EXTERNAL SERVICES (PHE),2154,SITC of Water Meter,12-12-2019,17-03-2022,JOB,1,2020,8
573,BLD-2248-D-ES|D|11,EXTERNAL SERVICES (PHE),2155,SITC Tapping From Municipal Line,12-12-2019,17-03-2022,JOB,1,2020,8
574,BLD-2248-D-ES|D|12|A,EXTERNAL SERVICES (PHE),2156,SITC Underground GI Pipe 50Mm Dia,12-12-2019,17-03-2022,M,10,2020,8
575,BLD-2248-D-ES|D|12|B,EXTERNAL SERVICES (PHE),2157,SITC Underground GI Pipe 65Mm Dia,12-12-2019,17-03-2022,M,100,2020,8
576,BLD-2248-D-ES|D|12|C,EXTERNAL SERVICES (PHE),2158,SITC Underground GI Pipe 80Mm Dia,12-12-2019,17-03-2022,M,15,2020,8
577,BLD-2248-D-ES|D|12|D,EXTERNAL SERVICES (PHE),2159,SITC Underground GI Pipe 100Mm Dia,12-12-2019,17-03-2022,M,50,2020,8
578,BLD-2248-D-ES|D|13|A,EXTERNAL SERVICES (PHE),2160,SITC Underground Upvc Pipe 50Mm Dia,12-12-2019,17-03-2022,M,400,2020,8
579,BLD-2248-D-ES|D|13|B,EXTERNAL SERVICES (PHE),2161,SITC Underground Upvc Pipe 40Mm Dia,12-12-2019,17-03-2022,M,5,2020,8
580,BLD-2248-D-ES|D|13|C,EXTERNAL SERVICES (PHE),2162,SITC Underground Upvc Pipe 32Mm Dia,12-12-2019,17-03-2022,M,5,2020,8
581,BLD-2248-D-ES|D|13|D,EXTERNAL SERVICES (PHE),2163,SITC Underground Upvc Pipe 25Mm Dia,12-12-2019,17-03-2022,M,110,2020,8
582,BLD-2248-D-ES|D|13|E,EXTERNAL SERVICES (PHE),2164,SITC Underground Upvc Pipe 20Mm Dia,12-12-2019,17-03-2022,M,35,2020,8
583,BLD-2248-D-ES|D|14|A,EXTERNAL SERVICES (PHE),2165,SITC of CI Butterfly Valve 50Mm Dia,12-12-2019,17-03-2022,EA,3,2020,8
584,BLD-2248-D-ES|D|14|B,EXTERNAL SERVICES (PHE),2166,SITC of CI Butterfly Valve 65Mm Dia,12-12-2019,17-03-2022,EA,5,2020,8
585,BLD-2248-D-ES|D|14|C,EXTERNAL SERVICES (PHE),2167,SITC of CI Butterfly Valve 80Mm Dia,12-12-2019,17-03-2022,EA,1,2020,8
586,BLD-2248-D-ES|D|14|D,EXTERNAL SERVICES (PHE),2168,SITC of CI Butterfly Valve 100Mm Dia,12-12-2019,17-03-2022,EA,1,2020,8
587,BLD-2248-D-ES|D|15,EXTERNAL SERVICES (PHE),2169,SITC of 20Mm Dia Garden Hydrant Valve,12-12-2019,17-03-2022,EA,26,2020,8
588,BLD-2248-D-ES|D|16|A,EXTERNAL SERVICES (PHE),2170,SITC of Gm Ball Valve 20Mm Dia,12-12-2019,17-03-2022,EA,1,2020,8
589,BLD-2248-D-ES|D|16|B,EXTERNAL SERVICES (PHE),2171,SITC of Gm Ball Valve 25Mm Dia,12-12-2019,17-03-2022,EA,1,2020,8
590,BLD-2248-D-ES|D|16|C,EXTERNAL SERVICES (PHE),2172,SITC of Gm Ball Valve 32Mm Dia,12-12-2019,17-03-2022,EA,1,2020,8
591,BLD-2248-D-ES|D|16|D,EXTERNAL SERVICES (PHE),2173,SITC of Gm Ball Valve 40Mm Dia,12-12-2019,17-03-2022,EA,1,2020,8
592,BLD-2248-D-ES|D|17,EXTERNAL SERVICES (PHE),2174,SITC of Manhole 30X30X50 Cm Sfrc Cover,12-12-2019,17-03-2022,EA,26,2020,8
593,BLD-2248-D-ES|D|18,EXTERNAL SERVICES (PHE),2175,SITC of Manhole 60X60X75 Cm Rcc Cover,12-12-2019,17-03-2022,EA,7,2020,8
594,BLD-2248-D-PH|E|1|1'1,PUMP HOUSE (PHE),2176,SITC of Filter Feed Pumps,12-12-2019,17-03-2022,SET,1,2020,8
595,BLD-2248-D-PH|E|1|1'2,PUMP HOUSE (PHE),2177,SITC of Make Up Pumps,12-12-2019,17-03-2022,SET,1,2020,8
596,BLD-2248-D-PH|E|2|2'1,PUMP HOUSE (PHE),2178,SITC of Domestic Pump To Office Block,12-12-2019,17-03-2022,SET,1,2020,8
597,BLD-2248-D-PH|E|2|2'2,PUMP HOUSE (PHE),2179,SITC of Domestic Pump To Hostel Block,12-12-2019,17-03-2022,SET,1,2020,8
598,BLD-2248-D-PH|E|3,PUMP HOUSE (PHE),2180,SITC of Submersible Drainage Pump,12-12-2019,17-03-2022,SET,1,2020,8
599,BLD-2248-D-PH|E|4,PUMP HOUSE (PHE),2181,SITC of Terrace Booster Pumps,12-12-2019,17-03-2022,SET,2,2020,8
600,BLD-2248-D-PH|E|5,PUMP HOUSE (PHE),2182,SITC of Rain Water Transfer Pump,12-12-2019,17-03-2022,SET,1,2020,8
601,BLD-2248-D-PH|E|6|A,PUMP HOUSE (PHE),2183,SITC of Turbine Type Flow Meter 50Mm Dia,12-12-2019,17-03-2022,EA,1,2020,8
602,BLD-2248-D-PH|E|6|B,PUMP HOUSE (PHE),2184,SITC of Turbine Type Flow Meter 65Mm Dia,12-12-2019,17-03-2022,EA,1,2020,8
603,BLD-2248-D-PH|E|7|A,PUMP HOUSE (PHE),2185,SITC of C Class GI Pipe Is1239 150Mm Dia,12-12-2019,17-03-2022,M,10,2020,8
604,BLD-2248-D-PH|E|7|B,PUMP HOUSE (PHE),2186,SITC of C Class GI Pipe Is1239 100Mm Dia,12-12-2019,17-03-2022,M,10,2020,8
605,BLD-2248-D-PH|E|7|C,PUMP HOUSE (PHE),2187,SITC of C Class GI Pipe Is1239 80Mm Dia,12-12-2019,17-03-2022,M,5,2020,8
606,BLD-2248-D-PH|E|7|D,PUMP HOUSE (PHE),2188,SITC of C Class GI Pipe Is1239 65Mm Dia,12-12-2019,17-03-2022,M,25,2020,8
607,BLD-2248-D-PH|E|7|E,PUMP HOUSE (PHE),2189,SITC of C Class GI Pipe Is1239 50Mm Dia,12-12-2019,17-03-2022,M,30,2020,8
608,BLD-2248-D-PH|E|7|F,PUMP HOUSE (PHE),2190,SITC of C Class GI Pipe Is1239 40Mm Dia,12-12-2019,17-03-2022,M,10,2020,8
609,BLD-2248-D-PH|E|7|G,PUMP HOUSE (PHE),2191,SITC of C Class GI Pipe Is1239 25Mm Dia,12-12-2019,17-03-2022,M,5,2020,8
610,BLD-2248-D-PH|E|8|A,PUMP HOUSE (PHE),2192,SITC of Gm Ball Valve Is318  25Mm Dia,12-12-2019,17-03-2022,EA,2,2020,8
611,BLD-2248-D-PH|E|8|B,PUMP HOUSE (PHE),2193,SITC of Gm Ball Valve Is318  40Mm Dia,12-12-2019,17-03-2022,EA,4,2020,8
612,BLD-2248-D-PH|E|9|A,PUMP HOUSE (PHE),2194,SITC of CI Butterfly Valve Pn2.0 80Mmdia,12-12-2019,17-03-2022,EA,6,2020,8
613,BLD-2248-D-PH|E|9|B,PUMP HOUSE (PHE),2195,SITC of CI Butterfly Valve Pn2.0 65Mmdia,12-12-2019,17-03-2022,EA,5,2020,8
614,BLD-2248-D-PH|E|9|C,PUMP HOUSE (PHE),2196,SITC of CI Butterfly Valve Pn2.0 50Mmdia,12-12-2019,17-03-2022,EA,10,2020,8
615,BLD-2248-D-PH|E|10|A,PUMP HOUSE (PHE),2197,SITC of Nrv Pn2.0 50Mm Dia,12-12-2019,17-03-2022,EA,4,2020,8
616,BLD-2248-D-PH|E|10|B,PUMP HOUSE (PHE),2198,SITC of Nrv Pn2.0 65Mm Dia,12-12-2019,17-03-2022,EA,2,2020,8
617,BLD-2248-D-PH|E|11|A,PUMP HOUSE (PHE),2199,SITC of CI Y Strainer 150Mm Dia,12-12-2019,17-03-2022,EA,4,2020,8
618,BLD-2248-D-PH|E|12,PUMP HOUSE (PHE),2200,SITC of Pressure Gauge 150Mm Dia,12-12-2019,17-03-2022,EA,8,2020,8
619,BLD-2248-D-PH|E|13|A,PUMP HOUSE (PHE),2201,SITC of Hd CI Manhole Cover For Ugr,12-12-2019,17-03-2022,EA,12,2020,8
620,BLD-2248-D-PH|E|13|B,PUMP HOUSE (PHE),2202,SITC of Ld CI Manhole Cover For Ohr,12-12-2019,17-03-2022,EA,12,2020,8
621,BLD-2248-D-PH|E|14,PUMP HOUSE (PHE),2203,SITC of 100 Mm Dia GI Vent Pipe,12-12-2019,17-03-2022,EA,14,2020,8
622,BLD-2248-D-PH|E|15,PUMP HOUSE (PHE),2204,SITC of PVC Foot Rest For Ugr & Oht,12-12-2019,17-03-2022,EA,120,2020,8
623,BLD-2248-D-PH|E|16|A,PUMP HOUSE (PHE),2205,SITC of 600Mm  Galv Puddle Flange 25Mm,12-12-2019,17-03-2022,EA,19,2020,8
624,BLD-2248-D-PH|E|16|B,PUMP HOUSE (PHE),2206,SITC of 600Mm  Galv Puddle Flange 32Mm,12-12-2019,17-03-2022,EA,1,2020,8
625,BLD-2248-D-PH|E|16|C,PUMP HOUSE (PHE),2207,SITC of 600Mm  Galv Puddle Flange 40Mm,12-12-2019,17-03-2022,EA,2,2020,8
626,BLD-2248-D-PH|E|16|D,PUMP HOUSE (PHE),2208,SITC of 600Mm  Galv Puddle Flange 50Mm,12-12-2019,17-03-2022,EA,12,2020,8
627,BLD-2248-D-PH|E|16|E,PUMP HOUSE (PHE),2209,SITC of 600Mm  Galv Puddle Flange 65Mm,12-12-2019,17-03-2022,EA,13,2020,8
628,BLD-2248-D-PH|E|16|F,PUMP HOUSE (PHE),2210,SITC of 600Mm  Galv Puddle Flange 80Mm,12-12-2019,17-03-2022,EA,14,2020,8
629,BLD-2248-D-PH|E|16|G,PUMP HOUSE (PHE),2211,SITC of 600Mm  Galv Puddle Flange 100Mm,12-12-2019,17-03-2022,EA,35,2020,8
630,BLD-2248-D-PH|E|16|H,PUMP HOUSE (PHE),2212,SITC of 600Mm  Galv Puddle Flange 150Mm,12-12-2019,17-03-2022,EA,15,2020,8
631,BLD-2248-D-PH|E|16|I,PUMP HOUSE (PHE),2213,SITC of 600Mm  Galv Puddle Flange 200Mm,12-12-2019,17-03-2022,EA,2,2020,8
632,BLD-2248-D-WTP|F|1|A,WATER TREATMENT PLANT (PHE),2214,SITC of Multi Grated Filter,12-12-2019,17-03-2022,SET,1,2020,8
633,BLD-2248-D-WTP|F|1|B,WATER TREATMENT PLANT (PHE),2215,SITC of Activated Carbon Filter,12-12-2019,17-03-2022,SET,1,2020,8
634,BLD-2248-D-WTP|F|2,WATER TREATMENT PLANT (PHE),2216,SITC of Hdpe Tank of 500Ltrs,12-12-2019,17-03-2022,SET,1,2020,8
635,BLD-2248-D-MCCPHE|G|1,ELECTRICAL INSTALATION MCC (PHE),2217,SITC of Phe & Wtp Mcc,12-12-2019,17-03-2022,EA,1,2020,8
636,BLD-2248-D-HWS|H|1|1'1,HOT WATER SYSTEM (PHE),2218,SITC of Air To Water Scroll Heat Pump,12-12-2019,17-03-2022,SET,1,2020,8
637,BLD-2248-D-HWS|H|2|2'3,HOT WATER SYSTEM (PHE),2219,SITC of 2500 Ltrs Ms Hot Water Tank,12-12-2019,17-03-2022,EA,1,2020,8
638,BLD-2248-D-HWS|H|2|2'4,HOT WATER SYSTEM (PHE),2220,SITC of Ball Valve 32Mm Dia,12-12-2019,17-03-2022,EA,4,2020,8
639,BLD-2248-D-HWS|H|2|2'5,HOT WATER SYSTEM (PHE),2221,SITC of Y Strainer,12-12-2019,17-03-2022,EA,1,2020,8
640,BLD-2248-D-HWS|H|2|2'6,HOT WATER SYSTEM (PHE),2222,SITC of Pressure Gauge,12-12-2019,17-03-2022,EA,2,2020,8
641,BLD-2248-D-HWS|H|2|2'7,HOT WATER SYSTEM (PHE),2223,SITC of 32Mm Dia Piping With Insl & Clad,12-12-2019,17-03-2022,M,15,2020,8
642,BLD-2248-D-HWS|H|2|2'8,HOT WATER SYSTEM (PHE),2224,SITC of Ball Valve For Drain,12-12-2019,17-03-2022,EA,1,2020,8
643,BLD-2248-D-HWS|H|2|2'9,HOT WATER SYSTEM (PHE),2225,SITC of Ball Valve For Ret Line,12-12-2019,17-03-2022,EA,1,2020,8
644,BLD-2248-D-HTP|A|1'1|A,HT SYSTEM WORK ,2226,Supply of 33Kv Rmu 2 Ic 1 Og,12-12-2019,17-03-2022,SET,0,2020,8
645,BLD-2248-D-HTP|A|1'1|B,HT SYSTEM WORK ,2227,ITC of 33Kv Rmu,12-12-2019,17-03-2022,SET,0,2020,8
646,BLD-2248-D-HTP|A|1'2|A,HT SYSTEM WORK ,2228,Supply of 33Kv 1000Mva Ht Panel 1Ic 3Og,12-12-2019,17-03-2022,SET,1,2020,8
647,BLD-2248-D-HTP|A|1'2|B,HT SYSTEM WORK ,2229,ITC of 33Kv 1000Mva Ht Panel 1Ic 3Og,12-12-2019,17-03-2022,SET,1,2020,8
648,BLD-2248-D-HTP|A|1'3|A,HT SYSTEM WORK ,2230,Supply of 33Kv Ht Metering Panel,12-12-2019,17-03-2022,SET,0,2020,8
649,BLD-2248-D-HTP|A|1'3|B,HT SYSTEM WORK ,2231,ITC of 33Kv Ht Metering Panel,12-12-2019,17-03-2022,SET,0,2020,8
650,BLD-2248-D-TRF|B|1'1|A,TRANSFORMER ,2232,Supply of 1200Kva 3Ph Transformer,12-12-2019,17-03-2022,SET,3,2020,8
651,BLD-2248-D-TRF|B|1'1|B,TRANSFORMER ,2233,ITC of 1200Kva 3Ph Transformer,12-12-2019,17-03-2022,SET,3,2020,8
652,BLD-2248-D-HTCBL|C|1'1|A,HT ANCILLARY SYSTEM WORK,2234,S&L of 3C X 300Sqmm 33Kv Xlpe Cable,12-12-2019,17-03-2022,M,290,2020,8
653,BLD-2248-D-HTCBL|C|1'2|A,HT ANCILLARY SYSTEM WORK,2235,S&M End Termination of 33Kv 300Sqmmcable,12-12-2019,17-03-2022,EA,10,2020,8
654,BLD-2248-D-HTCBL|C|1'3|A,HT ANCILLARY SYSTEM WORK,2236,S&L of GI Sleeves 150Mm Dia,12-12-2019,17-03-2022,M,20,2020,8
655,BLD-2248-D-HTCBL|C|1'3|B,HT ANCILLARY SYSTEM WORK,2237,S&L of GI Sleeves 200Mm Dia,12-12-2019,17-03-2022,M,5,2020,8
656,BLD-2248-D-HTCBL|C|1'3|C,HT ANCILLARY SYSTEM WORK,2238,S&L of GI Sleeves 300Mm Dia,12-12-2019,17-03-2022,M,5,2020,8
657,BLD-2248-D-HTCBL|C|1'4|A,HT ANCILLARY SYSTEM WORK,2239,S&L 7C X 2.5Sqmm Cu Ar Control Cable,12-12-2019,17-03-2022,M,240,2020,8
658,BLD-2248-D-HTCBL|C|1'5|A,HT ANCILLARY SYSTEM WORK,2240,End Termination7C X 2.5Sqmm Ctrl Cable,12-12-2019,17-03-2022,EA,16,2020,8
659,BLD-2248-D-E|C|2'1|2'1'1,HT ANCILLARY SYSTEM WORK,2241,SITC of Bare 50 X 6Mm Cu Tape,12-12-2019,17-03-2022,M,280,2020,8
660,BLD-2248-D-E|C|2'1|2'1'2,HT ANCILLARY SYSTEM WORK,2242,SITC of Bare 32 X 6Mm Cu Tape,12-12-2019,17-03-2022,M,0,2020,8
661,BLD-2248-D-E|C|2'1|2'1'3,HT ANCILLARY SYSTEM WORK,2243,SITC of Bare 50 X 6Mm Cu Tape,12-12-2019,17-03-2022,M,160,2020,8
662,BLD-2248-D-E|C|2'2,HT ANCILLARY SYSTEM WORK,2244,SITC of 600 X600X 3.15 Mm Cu Plate Earth,12-12-2019,17-03-2022,EA,6,2020,8
663,BLD-2248-D-ETH|C|2'3,HT ANCILLARY SYSTEM WORK,2245,SITC of 600 X600X 6.3 Mm GI Plate Earth,12-12-2019,17-03-2022,EA,10,2020,8
664,BLD-2248-D-E|C|2'4|2'4'1,HT ANCILLARY SYSTEM WORK,2246,SITC GI Pipe Road Crossing 150Mm Dia,12-12-2019,17-03-2022,M,30,2020,8
665,BLD-2248-D-M|C|3'1|3'1'1,HT ANCILLARY SYSTEM WORK,2247,SITC GI Pipe Road Crossing 50Mm Dia,12-12-2019,17-03-2022,M,0,2020,8
666,BLD-2248-D-M|C|3'1|3'1'2,HT ANCILLARY SYSTEM WORK,2248,SITC GI Pipe Road Crossing 100Mm Dia,12-12-2019,17-03-2022,M,0,2020,8
667,BLD-2248-D-MISC|C|3'2,HT ANCILLARY SYSTEM WORK,2249,S&F of Shock Treatment Chart,12-12-2019,17-03-2022,SET,6,2020,8
668,BLD-2248-D-MISC|C|3'3,HT ANCILLARY SYSTEM WORK,2250,S&F of Fire Buckets,12-12-2019,17-03-2022,SET,6,2020,8
